date,hour,minute,city_area,ufo_shape,description,longitude,latitude,weekdats,month_name
2019-12-26,20,00,Jersey City,nj,Rectangle,Purplish, orange sunrise, metallic taste in mouth , travel timing. & the grayish ufo that’ll be imprinted in my mind forever!,-74.0431435,40.7177545,Thursday,December
2019-12-25,22,00,Avalon,nj,Diamond,Diamond shaped ship gliding along avalon blvd. Abruptly stopped and hovered over newsroom 40 building for atleast an hour.,-74.7176622,39.101225,Wednesday,December
2019-12-24,21,39,Carlstadt (above),nj,Light,Hovering bright light like a strobe light.  Hovering.  Possible drone.,-74.0906974,40.8403778,Tuesday,December
2019-12-21,18,30,Glassboro,nj,Fireball,Blue-green burst of light traveled horizontally in the sky for 3 and completely disappeared.,-75.1118422,39.7028923,Saturday,December
2019-12-21,18,00,Gloucester City,nj,Formation,BRIGHT RED LIGHTS OVER PHILLY/SOUTH JERSEY AREA (FORMATION),-75.1162863,39.8917799,Saturday,December
2019-12-04,05,45,South Plainfield,nj,Sphere,White hovering sphere with some green and red lights,-74.4115401,40.5792701,Wednesday,December
2019-12-03,19,00,Vineland,nj,Circle,I seen sky blue huge circler light drop straight down out of the sky. It maneuvered  under power. I was sitting at a stop sign when i n,-75.0259637,39.4863773,Tuesday,December
2019-11-30,17,24,River Vale,nj,,MADAR Node 146,-74.0119736,41.0147679,Saturday,November
2019-11-28,07,45,Netcong,nj,Oval,Overcast and Windy morning over Lake Musconetcong Netcong NJ.. Flashing orbs approx 10 dancing in and out of clouds. Orbs of Light. Wit,-74.7065516,40.8989877,Thursday,November
2019-11-26,07,02,Pine hill,nj,Triangle,Giant light Triangle over Camden County,-74.9921108,39.7842813,Tuesday,November
2019-11-25,06,25,Norwood,nj,,MADAR Node 145,-73.9618039,40.9981532,Monday,November
2019-11-22,17,05,Wayne,nj,Circle,White ball of light moving slowly east. There were three airplanes in the sky,one flew above and the other flew under the object.There,-74.2765441,40.9253725,Friday,November
2019-11-22,08,00,Freehold,nj,Light,Quick white light  came and went rapidly,-74.3000878,40.2136754,Friday,November
2019-11-21,10,04,Norwood,nj,,MADAR Node 145,-73.9618039,40.9981532,Thursday,November
2019-11-14,17,55,Paterson,nj,Triangle,Me and my son saw a Triangle floating gray flat object with lights on each corner over the trees from my backyard window,-74.171811,40.9167654,Thursday,November
2019-11-10,16,00,Woodcliff Lake,nj,Triangle,Gray triangle across silently slowly moves above trees in WOODCLIFF LAKE NJ,-74.0665297,41.0234304,Sunday,November
2019-11-08,19,00,Laurence Harbor,nj,Light,I pointed out a bright star to my boyfriend and he was trying to explain to me that it was an airplane because it started to move. I th,-74.2493467,40.4494528,Friday,November
2019-11-07,19,54,Maurice River,nj,Disk,Large UFO, disk shaped with panel of white lights sighted in night sky, Maurice River, NJ.,-74.9836584,39.2592235,Thursday,November
2019-11-06,03,00,Vineland,nj,Cigar,I just installed a Nest camera doorbell and it alerted me that there was activity, upon checking the footage I saw a cigar shaped ufo g,-75.0259637,39.4863773,Wednesday,November
2019-11-04,16,30,Emerson,nj,Flash,There was a flash of white light in the sky at night.,-74.0262505,40.976209,Monday,November
2019-10-28,01,00,Mays Landing,nj,,Bright light shape of a ghost or alien can see perfect  4 hours of videos,-74.7276626,39.4523385,Monday,October
2019-10-28,NA,NA,Mays Landing,nj,Other,I have  465 minutes of videos of a alien  Caught on my security camera motion detector 1:40 am to 5:40 am,-74.7276626,39.4523385,Monday,October
2019-10-24,23,45,Monroe Township,nj,Circle,green light in the sky grows then flies over horizon,-74.4330474,40.336419,Thursday,October
2019-10-18,15,00,Hackensack,nj,Diamond,,-74.0434736,40.8859325,Friday,October
2019-10-15,08,30,Sea Girt,nj,Oval,while in a boat off the coast of NJ under crystal blue skies I witnessed a white oval object sitting still in the sky and it didn't app,-74.0345813,40.1320592,Tuesday,October
2019-10-14,20,13,Tinton Falls,nj,Sphere,Two extremely bright and large orbs appeared out of nowhere east of my home. They hovered for approximately 10 to 15 seconds moved furt,-74.1004185,40.3042773,Monday,October
2019-10-13,16,56,Norwood,nj,,MADAR Node 145,-73.9618039,40.9981532,Sunday,October
2019-10-11,06,08,Greenville,nj,Circle,5 blinking lights static in the sky.,-74.0918966,40.6984428,Friday,October
2019-10-10,07,00,Jersey City,nj,Other,Thought it was a helicopter because shape was so odd, like spherical, so as we walked closer, my son and I noticed that it had a big li,-74.0431435,40.7177545,Thursday,October
2019-10-09,19,00,Woodbury,nj,Light,Blueish light in the EAST sky, no sound, no craft, lasted 8-10 sec. approximately, something I've never seen in my life! Retired LEO,-75.1526774,39.8381691,Wednesday,October
2019-10-08,21,33,Randolph,nj,Cigar,Object moved slowly overhead and as it moved away appeared to bend vertically like a bow.  Also appeared to be circling the area.,-74.5747248,40.8478065,Tuesday,October
2019-10-08,20,08,Colts neck,nj,Sphere,White orb floating in sky turns green and shoots away,-74.1723652,40.2876108,Tuesday,October
2019-10-08,20,08,Colts Neck,nj,Light,Low and Close fast moving whitish blue light that went up and down before moving North East.,-74.1723652,40.2876108,Tuesday,October
2019-10-08,20,07,Colts Neck,nj,Circle,Green glowing craft seen over colts neck high school,-74.1723652,40.2876108,Tuesday,October
2019-10-05,18,30,Tabernacle,nj,Circle,Round orange disc moving west to east slow and climbing till out of binocular sight.,-74.7107048,39.8433853,Saturday,October
2019-10-05,18,30,Marlton,nj,Circle,Bright light in the sky in the early evening.,-74.9218324,39.8912248,Saturday,October
2019-10-05,18,00,Hainesport,nj,Egg,Stationary egg shaped light that began moving after 20 minutes, details seen through binoculars.,-74.8271081,39.9837234,Saturday,October
2019-10-05,17,50,Mickleton,nj,Circle,White Ring over Mickleton, New Jersey,-75.2378013,39.7904071,Saturday,October
2019-10-05,17,30,Sewell,nj,Circle,Bright white circular objects seen for 2 hours, slowly moving across the sky.,-75.1441926,39.7662167,Saturday,October
2019-10-04,13,40,Brick,nj,Egg,Was a very shiny silver egg to round shape Hovered in the same spot then suddenly as we looked at it, it just simply disappeared .,-74.1371832,40.0578384,Friday,October
2019-10-02,06,26,Norwood,nj,,MADAR Node 145,-73.9618039,40.9981532,Wednesday,October
2019-10-01,02,30,Columbia,nj,Light,Hovering band of light,-75.0931123,40.9256446,Tuesday,October
2019-09-27,23,40,Pedricktown,nj,Sphere,Light green sphere traveling at high speed.,-75.4143898,39.7665418,Friday,September
2019-09-27,21,15,Williamstown,nj,Circle,5 orange circle shaped objects seen in the sky by 2 people,-74.995168,39.6862263,Friday,September
2019-09-27,01,12,Norwood,nj,,MADAR Node 145,-73.9618039,40.9981532,Friday,September
2019-09-26,10,28,Norwood,nj,,MADAR Node 145,-73.9618039,40.9981532,Thursday,September
2019-09-25,18,15,,nj,Light,Saw something very bright and very big moving fast (falling?) directly down from the sky in the distance, while driving.,-74.4056612,40.0583238,Wednesday,September
2019-09-25,03,31,Moorestown,nj,Circle,My orb in the sky,-74.948886,39.9688817,Wednesday,September
2019-09-24,21,50,Carneys Point,nj,Circle,((NUFORC Note:  Witness provides no information about the sighting.  PD)),-75.4701443,39.7111989,Tuesday,September
2019-09-24,18,20,Moorestown,nj,Changing,Two UFOs And three orbs filmed on top of a warehouse.,-74.948886,39.9688817,Tuesday,September
2019-09-24,10,35,Paulsboro,nj,Changing,Looks like a bug, then changed to a capsule.,-75.2404607,39.830391,Tuesday,September
2019-09-23,21,26,Paulsboro,nj,Circle,Round light dancing,-75.2404607,39.830391,Monday,September
2019-09-22,06,10,Norwood,nj,,MADAR Node 145,-73.9618039,40.9981532,Sunday,September
2019-09-22,01,30,Hackettstown,nj,Circle,So it passed by at about 22 degrees above horizon moving west to east no sound.  Red ball no tail. Traveling in straight horizontal the,-74.8290555,40.8539879,Sunday,September
2019-09-21,21,00,Marlton,nj,Unknown,Two different objects, ten minutes apart over New Jersey.,-74.9218324,39.8912248,Saturday,September
2019-09-21,21,00,Marlton,nj,Unknown,At 8:50pm there was an orange/red object with smoke trailing behind moving through the air from W to N, then it disappeared.,-74.9218324,39.8912248,Saturday,September
2019-09-21,20,00,Ewing,nj,,I was having my lunch in the parking lot at work. I saw what I though was lighting in the corner of my eye. I kept looking over to see,-74.7909125,40.2599864,Saturday,September
2019-09-21,02,00,Mount Laurel,nj,Other,((HOAX??))  Alien running back to UFO.  ((anonymous report)),-74.8909988,39.934002,Saturday,September
2019-09-19,06,53,Norwood,nj,,MADAR Node 145,-73.9618039,40.9981532,Thursday,September
2019-09-18,20,00,Atlantic City,nj,Circle,There was a white light in the sky over the ocean,I thought it was a plane but it had no blinking light it travel for five minutes in t,-74.4229266,39.3642834,Wednesday,September
2019-09-17,16,15,Nutley,nj,Light,Bright light moving slowly and erratically.  ((anonymous report)),-74.1598725,40.8223168,Tuesday,September
2019-09-16,02,30,Bricktown,nj,Light,Star like but much brighter moving back and forth fading in and out. Definitely not a star,-74.1371832,40.0578384,Monday,September
2019-09-14,20,15,Longport,nj,Oval,Looking out at sky over Ocean City area from Longport, saw 6 or 7 oval shaped objects just floating in sky. Son said probably drones. B,-74.5248756,39.3142827,Saturday,September
2019-09-14,NA,NA,Ocean City,nj,Unknown,Over Ocean City New Jersey, 4 identified lights seen, first 3, no red airplane lights blinked, no sound, at least 4 to 5 miles away, bl,-74.5746001,39.2776156,Saturday,September
2019-09-12,10,32,Norwood,nj,,MADAR Node 145,-73.9618039,40.9981532,Thursday,September
2019-09-12,07,30,New Providence,nj,Disk,Sunrise UFO in New Jersey.,-74.4015405,40.6984348,Thursday,September
2019-09-09,06,25,Norwood,nj,,MADAR Node 145,-73.9618039,40.9981532,Monday,September
2019-09-08,06,25,Norwood,nj,,MADAR Node 145,-73.9618039,40.9981532,Sunday,September
2019-09-08,03,26,Norwood,nj,,MADAR Node 145,-73.9618039,40.9981532,Sunday,September
2019-09-07,19,45,Upper Ssaddle River,nj,Oval,On my deck trying to show my 3 year old a bat flying over the house, sun was down it was nearly dark. Scouring the bat was why I contin,-74.0984756,41.0584299,Saturday,September
2019-09-07,14,56,River Vale,nj,,MADAR Node 146,-74.0119736,41.0147679,Saturday,September
2019-09-05,21,05,Sayreville,nj,Light,New Jersey Sayreville massive light in cloudy night sky not moving, stationary for 30 min then disappeared at 9pm.,-74.360846,40.4594021,Thursday,September
2019-08-28,23,30,Somerset,nj,,((NUFORC Note:  No information provided by source of report.  PD)),-74.4884868,40.497604,Wednesday,August
2019-08-24,17,00,Flanders,nj,Disk,Around 4 am in the morning, we saw a flying disk, on the horizon over the trees come flying over the trees.  ((anonymous report)),-74.7161489,40.8418677,Saturday,August
2019-08-23,23,30,Camden,nj,Cylinder,Around 11:30ish on the evening of August 23rd I was in the city of Camden nj. I was standing at my boyfriends truck behind me was a dar,-75.1196199,39.9259463,Friday,August
2019-08-23,00,17,Paulsboro,nj,Unknown,UFO with white light and green (ultra light) moved slowly downward on a diagonal path, then disappeared.  ((anonymous report)),-75.2404607,39.830391,Friday,August
2019-08-23,00,17,Paulsboro,nj,Unknown,Aircraft moving left to right over Delaware River near Port of Paulsboro before it descended slowly diagonally down, then disappeared.,-75.2404607,39.830391,Friday,August
2019-08-22,22,45,Medford,nj,,There was a bright green light that pulsed lighting up the sky. The source of the light was coming from the ground. ((anonymous report),-74.8390162,39.8661826,Thursday,August
2019-08-20,04,28,River Vale,nj,,MADAR Node 146,-74.0119736,41.0147679,Tuesday,August
2019-08-19,22,38,Elizabeth,nj,Light,My husband and I when out to the parking lot and we saw a steady red bright light at the sky over the Elizabeth river parkway for about,-74.2107006,40.6639916,Monday,August
2019-08-18,04,00,Atlantic Ocean (50 miles off NJ coast),nj,Light,Possible UFO sighting 50 miles off of NJ in Ocean.,-74.4056612,40.0583238,Sunday,August
2019-08-12,22,00,Egg Harbor Township,nj,Triangle,Traveling southeast on Washington Ave, made the left turn on to the parkway when I looked up and noticed what resembled a TR-3B craft.,-74.6166192,39.3822537,Monday,August
2019-08-12,21,00,Garden State Parkway (near Atlantic City Xprsway, Exit 38 B),nj,Triangle,Illuminated Triangle craft hovering 50 feet above NJ Garden State Parkway heading into oncoming traffic,-74.2135065,39.9829871,Monday,August
2019-08-11,03,00,Brigantine,nj,Cigar,Long cigar shaped, all dark, fast moving object. No lights but you could see it's form bc of reflected moonlight.  ((anonymous report)),-74.3645906,39.4101171,Sunday,August
2019-08-10,21,00,Brigantine,nj,Circle,It appeared 0n August 10, 2019 at 9:22 pm above the ocean in Brigantine, New Jersey. It was round with red, green, and white lights. No,-74.3645906,39.4101171,Saturday,August
2019-08-10,20,51,Point Pleasant Boro,nj,Cross,Noticed two stationary T shaped objects with vertical lighted up be had purple and one had white lights.  ((anonymous report)),-74.0681931,40.0831714,Saturday,August
2019-08-06,15,00,Brigantine,nj,Unknown,I was taking pictures of my kids playing on the beach with thunderstorms in the background. Object showed up in pictures was not visibl,-74.3645906,39.4101171,Tuesday,August
2019-08-03,14,00,Atlantic City,nj,Unknown,White worm shape object hovering near Atlantic City NJ Inlet,-74.4229266,39.3642834,Saturday,August
2019-08-02,19,47,Monnroe,nj,Disk,heard an extremely LOUD jet. Thought it was crashing in my yard. Very low & loud. Saw the fighter jet headed 1st in the eastern directi,-74.4330474,40.336419,Friday,August
2019-08-01,23,00,Wayne,nj,Other,Saw multiple aircraft, a bright white light and smaller red lights.,-74.2765441,40.9253725,Thursday,August
2019-08-01,22,30,Ridgewood,nj,Rectangle,Flat black looking car sized rectangle with a cupola on top with a featureless driver appeared to look down.,-74.1165313,40.9792645,Thursday,August
2019-07-30,22,55,Sicklerville,nj,Cross,White beaming lights,-74.9697707,39.7172152,Tuesday,July
2019-07-28,22,00,Fort Lee,nj,Light,Odd Moving Red Light,-73.9701381,40.8509333,Sunday,July
2019-07-28,01,10,Bayonne,nj,Teardrop,Bright light similar in color to the moon just a brighter white light. It flew what seemed to be a lot lower than the stars in the sky,,-74.1143091,40.6687141,Sunday,July
